公廁編號,公廁名稱,地址或地點描述,主管機關,備註說明,管理單位名稱,管理單位聯絡電話,建檔日期,啟用日期,緯度,經度,原始公廁級別,最新公廁級別,建檔狀態,建檔類別,公廁類別,縣市代碼,鄉鎮代碼,村里代碼,縣市名稱,鄉鎮名稱,村里名稱,上傳圖片,異動日期
1001002015-S-00083,長庚11F前棟中央區男廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:20:00,2010/7/6 上午 11:20:00,23.46241962,120.2868176,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2011/3/1 下午 01:37:00
1001002015-S-00084,長庚11F前棟中央區女廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/7 上午 11:43:00,2010/7/7 上午 11:43:00,23.46285266,120.2865601,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2011/3/1 下午 01:39:00
1001002015-S-00085,長庚11F前棟中央區身障廁所,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:20:00,2010/7/6 上午 11:20:00,23.46265583,120.2864742,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2013/1/11 下午 12:00:00
1001002015-S-00086,長庚12F前棟中央區男廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:25:00,2010/7/6 上午 11:25:00,23.46253773,120.286603,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2011/3/1 下午 01:24:00
1001002015-S-00087,長庚12F前棟中央區女廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:25:00,2010/7/6 上午 11:25:00,23.46238026,120.2869034,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2011/3/1 下午 01:26:00
1001002015-S-00088,長庚12F前棟中央區身障廁所,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:25:00,2010/7/6 上午 11:25:00,23.46261646,120.286603,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2013/1/11 下午 12:00:00
1001002015-S-00089,長庚H區14F化療門診區男廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:30:00,2016/6/14 下午 03:46:00,23.46253773,120.2863455,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2016/6/14 下午 03:46:00
1001002015-S-00090,長庚H區14F化療門診區女廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:30:00,2010/7/6 上午 11:30:00,23.46265583,120.2869463,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2011/3/1 下午 01:32:00
1001002015-S-00091,長庚H區14F化療門診區身障廁所,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:30:00,2010/7/6 上午 11:30:00,23.46253773,120.2867746,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2013/1/11 下午 12:00:00
1001002015-S-00092,長庚B2CSR外走道男廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:35:00,2010/7/6 上午 11:35:00,23.46238026,120.2866888,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2013/1/11 下午 12:00:00
1001002015-S-00093,長庚B2CSR外走道女廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2010/7/6 上午 11:35:00,2010/7/6 上午 11:35:00,23.46241962,120.2867746,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2013/1/11 下午 12:00:00
1001002015-S-00095,長庚1F內科門診身障廁所,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2011/2/15 上午 09:53:00,2011/2/15 上午 09:53:00,23.46253773,120.2869463,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2013/1/11 下午 12:00:00
1001002015-S-00096,長庚1FX光檢驗室女廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2015/12/15 下午 02:28:00,2015/12/15 下午 02:28:00,23.46253773,120.2863455,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2015/12/15 下午 02:28:00
1001002015-S-00097,長庚H區14F化療區男廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2016/6/14 下午 03:41:00,2016/6/14 下午 03:41:00,23.46253773,120.2863455,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2016/6/14 下午 03:41:00
1001002015-S-00098,長庚H區14F化療區女廁,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2016/6/14 下午 03:44:00,2016/6/14 下午 03:44:00,23.46253773,120.2863455,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2016/6/14 下午 03:44:00
1001002015-S-00099,長庚H區14F化療區身障廁所,嘉義縣朴子市仁和里嘉朴路西段6號,縣市政府,長庚醫療財團法人,財團法人長庚醫院,05-3621000#3105,2016/6/14 下午 03:45:00,2016/6/14 下午 03:45:00,23.46253773,120.2863455,特優級,特優級,啟用,公廁,醫院,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2016/6/14 下午 03:45:00
1001002015-W-00001,仁和社區活動中心旁公廁,嘉義縣朴子市仁和里一二號,其他,仁和社區發展協會,仁和社區發展協會,05-3702010,2012/12/13 下午 06:12:00,2012/12/13 下午 06:06:00,23.4760006,120.2872682,特優級,特優級,啟用,公廁,民眾團體活動場所,10010,1001002,1001002015,嘉義縣,朴子市,仁和里,否,2013/1/11 下午 12:00:00
1001002016-C-00004,中油山通路站男廁,嘉義縣朴子市大鄉里大糠榔625號,經濟部,台灣中油股份有限公司,台灣中油股份有限公司,05-3799580,2009/5/8 下午 03:47:00,2009/5/8 下午 03:47:00,23.46572642,120.254631,特優級,特優級,啟用,公廁,加油站,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2013/1/11 下午 12:00:00
1001002016-C-00005,中油山通路站女廁,嘉義縣朴子市大鄉里大糠榔625號,經濟部,台灣中油股份有限公司,台灣中油股份有限公司,05-3799580,2009/9/3 上午 10:07:00,2009/9/3 上午 10:07:00,23.4657756,120.2547812,特優級,特優級,啟用,公廁,加油站,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2011/3/1 下午 03:34:00
1001002016-C-00028,中油朴子二站身障廁所,嘉義縣朴子市大鄉里大?榔852號,經濟部,台灣中油股份有限公司,台灣中油股份有限公司,05-3704635,2011/1/20 上午 11:04:00,2011/1/20 上午 11:04:00,23.46609056,120.2566803,特優級,特優級,啟用,公廁,加油站,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2013/1/11 下午 12:00:00
1001002016-C-00029,中油朴子二站男廁,嘉義縣朴子市大鄉里大?榔段852號,經濟部,台灣中油股份有限公司,台灣中油股份有限公司,05-3704635,2009/9/3 上午 09:59:00,2009/9/3 上午 09:59:00,23.465765,120.258611,特優級,特優級,啟用,公廁,加油站,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2011/1/25 下午 02:24:00
1001002016-C-00030,中油朴子二站女廁,嘉義縣朴子市大鄉里大?榔段852號,經濟部,台灣中油股份有限公司,台灣中油股份有限公司,05-3704635,2009/9/3 上午 10:05:00,2009/9/3 上午 10:05:00,23.465765,120.258611,特優級,特優級,啟用,公廁,加油站,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2011/1/25 下午 02:30:00
1001002016-L-00001,統一超商大?榔門市,嘉義縣朴子市大鄉里大康榔一七九之四號,,統一超商股份有限公司,統一超商股份有限公司,05-3702084,2012/2/20 下午 05:06:00,2012/2/20 下午 05:06:00,23.46480132,120.2647054,特優級,特優級,啟用,公廁,超市,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2013/1/11 下午 12:00:00
1001002016-T-00010,大鄉國小東側1F,嘉義縣朴子市大鄉里大?榔560號,教育部,,教育處,05-3792952,2011/2/22 上午 10:48:00,2016/3/24 下午 04:52:00,23.45340424,120.26124,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2016/3/24 下午 04:52:00
1001002016-T-00011,大鄉國小西側1F,嘉義縣朴子市大鄉里大?榔560號,教育部,,教育處,05-3792952,2011/2/22 上午 10:55:00,2011/2/22 上午 10:55:00,23.45340424,120.2612829,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2013/1/11 下午 12:00:00
1001002016-T-00012,大鄉國小西側2F,嘉義縣朴子市大鄉里大?榔560號,教育部,,教育處,05-3792952,2011/2/22 上午 10:52:00,2011/2/22 上午 10:52:00,23.45348297,120.2613258,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2011/3/2 上午 09:13:00
1001002016-T-00013,東石高中行政大樓B1東側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/24 下午 02:24:00,2014/9/24 下午 02:27:00,23.46461761,120.2521585,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/24 下午 02:27:00
1001002016-T-00014,東石高中行政大樓1F東側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/24 下午 02:25:00,2014/9/24 下午 02:25:00,23.46461761,120.2521585,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/24 下午 02:25:00
1001002016-T-00015,東石高中行政大樓2F東側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/24 下午 02:26:00,2014/9/24 下午 02:26:00,23.46432236,120.252192,特優級,優等級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/24 下午 02:26:00
1001002016-T-00016,東石高中行政大樓3F東側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/24 下午 03:14:00,2014/9/24 下午 03:14:00,23.46455856,120.2524066,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/24 下午 03:14:00
1001002016-T-00017,東石高中行政大樓4F東側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/24 下午 03:14:00,2014/9/24 下午 03:14:00,23.46455856,120.2524924,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/24 下午 03:14:00
1001002016-T-00018,東石高中行政大樓5F東側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/24 下午 03:14:00,2014/9/24 下午 03:14:00,23.46455856,120.2524924,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/24 下午 03:14:00
1001002016-T-00019,東石高中行政大樓B1西側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:16:00,2014/9/25 上午 07:16:00,23.46465041,120.2512979,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/25 上午 07:16:00
1001002016-T-00020,東石高中行政大樓1F西側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:16:00,2014/9/25 上午 07:16:00,23.46457168,120.2514267,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/25 上午 07:16:00
1001002016-T-00021,東石高中行政大樓2F西側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:16:00,2014/9/25 上午 07:16:00,23.46457168,120.2514267,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/25 上午 07:16:00
1001002016-T-00022,東石高中行政大樓3F西側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:16:00,2014/9/25 上午 07:16:00,23.46457168,120.2514267,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/25 上午 07:16:00
1001002016-T-00023,東石高中行政大樓4F西側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:16:00,2014/9/25 上午 07:16:00,23.46472914,120.2515554,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/25 上午 07:16:00
1001002016-T-00024,東石高中綜合教學大樓1F東側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:16:00,2015/7/2 下午 03:08:00,23.46465041,120.2514267,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2015/7/2 下午 03:08:00
1001002016-T-00025,東石高中綜合教學大樓1F西側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:25:00,2015/7/2 下午 03:08:00,23.46427643,120.2518988,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2015/7/2 下午 03:08:00
1001002016-T-00026,東石高中綜合教學大樓2F東側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:25:00,2015/7/2 下午 03:07:00,23.4643158,120.2518558,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2015/7/2 下午 03:07:00
1001002016-T-00027,東石高中綜合教學大樓2F西側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:25:00,2015/7/2 下午 03:08:00,23.4643158,120.2518558,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2015/7/2 下午 03:08:00
1001002016-T-00028,東石高中綜合教學大樓3F東側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:25:00,2015/7/2 下午 03:08:00,23.4643158,120.2518558,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2015/7/2 下午 03:08:00
1001002016-T-00029,東石高中綜合教學大樓3F西側,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:25:00,2015/7/2 下午 03:08:00,23.4643158,120.2518129,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2015/7/2 下午 03:08:00
1001002016-T-00030,東石高中活動中心,嘉義縣朴子市大鄉里253號,教育部,,東石高中,05-3794180,2014/9/25 上午 07:25:00,2014/9/25 上午 07:25:00,23.4643158,120.2518129,特優級,優等級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2014/9/25 上午 07:25:00
1001002016-T-00031,大鄉國小東側2F,嘉義縣朴子市大鄉里大?榔560號,教育部,,教育處,05-3792952,2016/3/24 下午 04:55:00,2016/3/24 下午 04:55:00,23.45340424,120.26124,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002016,嘉義縣,朴子市,大鄉里,否,2016/3/24 下午 04:55:00
1001002017-T-00028,祥和國小(一)南,嘉義縣朴子市祥和二路西段9號,教育部,,教育處,05-3621839,2009/5/11 下午 01:38:00,2009/5/11 下午 01:38:00,23.45711479,120.2882767,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-T-00029,祥和國小(二)南,嘉義縣朴子市祥和二路西段9號,教育部,,教育處,05-3621839,2009/5/11 下午 01:39:00,2009/5/11 下午 01:39:00,23.45711479,120.2882767,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-T-00030,祥和國小(三)南,嘉義縣朴子市祥和二路西段9號,教育部,,教育處,05-3621839,2009/5/11 下午 01:41:00,2009/5/11 下午 01:41:00,23.45711479,120.2882767,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-T-00031,祥和國小(四)南,嘉義縣朴子市祥和二路西段9號,教育部,,教育處,05-3621839,2009/5/11 下午 01:44:00,2009/5/11 下午 01:44:00,23.45711479,120.2882767,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-T-00032,祥和國小(一)北,嘉義縣朴子市祥和二路西段9號,教育部,,教育處,05-3621839,2009/5/11 下午 01:45:00,2009/5/11 下午 01:45:00,23.45711479,120.2882767,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-T-00033,祥和國小(二)北,嘉義縣朴子市祥和二路西段9號,教育部,,教育處,05-3621839,2009/5/11 下午 01:47:00,2009/5/11 下午 01:47:00,23.45711479,120.2882767,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-T-00034,祥和國小(三)北,嘉義縣朴子市祥和二路西段9號,教育部,,教育處,05-3621839,2009/5/11 下午 01:48:00,2009/5/11 下午 01:48:00,23.45711479,120.2882767,優等級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-Y-00001,嘉義縣環保局1F男廁,嘉義縣朴子市大葛里祥和二路西段二之一號,縣市政府,,嘉義縣環保局,05-3620800,2010/8/31 上午 09:35:00,2010/8/31 上午 09:35:00,23.4579809,120.2909267,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-Y-00002,嘉義縣環保局1F女廁,嘉義縣朴子市大葛里祥和二路西段二之一號,縣市政府,,嘉義縣環保局,05-3620800,2010/8/31 上午 09:36:00,2010/8/31 上午 09:36:00,23.45806948,120.291152,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-Y-00003,嘉義縣環保局2F男廁,嘉義縣朴子市大葛里祥和二路西段二之一號,縣市政府,,嘉義縣環保局,05-3620800,2010/8/31 上午 10:36:00,2010/8/31 上午 10:36:00,23.45812853,120.2912378,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-Y-00004,嘉義縣環保局2F女廁,嘉義縣朴子市大葛里祥和二路西段二之一號,縣市政府,,嘉義縣環保局,05-3620800,2010/8/31 上午 10:37:00,2010/8/31 上午 10:37:00,23.45812853,120.291152,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-Y-00005,嘉義縣環保局4F男廁,嘉義縣朴子市大葛里祥和二路西段二之一號,縣市政府,,嘉義縣環保局,05-3620800,2010/8/31 上午 10:41:00,2010/8/31 上午 10:41:00,23.45812853,120.2912378,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-Y-00006,嘉義縣環保局4F女廁,嘉義縣朴子市大葛里祥和二路西段二之一號,縣市政府,,嘉義縣環保局,05-3620800,2010/8/31 上午 10:43:00,2010/8/31 上午 10:43:00,23.45812853,120.2912807,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2013/1/11 下午 12:00:00
1001002017-Y-00007,嘉義縣選舉委員會男廁,嘉義縣朴子市大葛里祥和西路二段2-1號3樓,縣市政府,嘉義縣選舉委員會,嘉義縣選舉委員會,05-3620165#32,2010/9/27 下午 03:12:00,2010/9/27 下午 03:12:00,23.45796122,120.2909803,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2010/9/28 上午 11:37:00
1001002017-Y-00008,嘉義縣選舉委員會女廁,嘉義縣朴子市大葛里祥和西路二段2-1號3樓,縣市政府,嘉義縣選舉委員會,嘉義縣選舉委員會,05-3620165#32,2010/9/27 下午 03:14:00,2010/9/27 下午 03:14:00,23.45805964,120.2910233,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2010/9/28 上午 11:41:00
1001002017-Y-00009,嘉義區監理所1樓男廁,朴子市朴子七路廿九號,交通部,公路總局,嘉義區監理所,05-3623939,2015/6/1 下午 02:57:00,2015/6/1 下午 02:57:00,23.45577428,120.2835903,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2015/6/1 下午 02:57:00
1001002017-Y-00010,嘉義區監理所1樓女廁,朴子市朴子七路廿九號,交通部,公路總局,嘉義區監理所,05-3623939,2015/8/17 上午 07:47:00,2015/8/17 上午 07:47:00,23.45571129,120.2836761,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2015/8/17 上午 07:47:00
1001002017-Y-00011,嘉義區監理所2樓男廁,朴子市朴子七路廿九號,交通部,公路總局,嘉義區監理所,05-3623939,2015/8/17 上午 07:47:00,2015/8/17 上午 07:47:00,23.45567192,120.2835903,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2015/8/17 上午 07:47:00
1001002017-Y-00012,嘉義區監理所2樓女廁,朴子市朴子七路廿九號,交通部,公路總局,嘉義區監理所,05-3623939,2015/8/17 上午 07:48:00,2015/8/17 上午 07:48:00,23.45567192,120.2835474,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2015/8/17 上午 07:48:00
1001002017-Y-00013,嘉義區監理所2樓報名處旁男廁,朴子市朴子七路廿九號,交通部,公路總局,嘉義區監理所,05-3623939,2015/8/17 上午 07:48:00,2015/8/17 上午 07:48:00,23.45571129,120.2836332,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2015/8/17 上午 07:48:00
1001002017-Y-00014,嘉義區監理所2樓報名處旁女廁,朴子市朴子七路廿九號,交通部,公路總局,嘉義區監理所,05-3623939,2015/8/17 上午 07:48:00,2015/8/17 上午 07:48:00,23.45567192,120.2836761,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001002,1001002017,嘉義縣,朴子市,大葛里,否,2015/8/17 上午 07:48:00
1001002019-T-00011,竹村國小一樓男廁,嘉義縣朴子市竹村里,教育部,,竹村國小,05-3693628,2011/7/22 上午 10:23:00,2011/7/22 上午 10:23:00,23.43485973,120.2388811,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002019,嘉義縣,朴子市,竹村里,否,2013/1/11 下午 12:00:00
1001002019-T-00012,竹村國小一樓女廁,嘉義縣朴子市竹村里6號,教育部,,竹村國小,05-3693628,2011/7/22 上午 10:27:00,2011/7/22 上午 10:27:00,23.43458411,120.238924,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002019,嘉義縣,朴子市,竹村里,否,2013/1/11 下午 12:00:00
1001002019-T-00013,竹村國小一樓殘廁,嘉義縣朴子市竹村里6號,教育部,,竹村國小,05-3693628,2011/7/22 上午 10:29:00,2011/7/22 上午 10:29:00,23.43478098,120.2385378,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002019,嘉義縣,朴子市,竹村里,否,2013/1/11 下午 12:00:00
1001002019-T-00014,竹村國小二樓男廁,嘉義縣朴子市竹村里6號,教育部,,竹村國小,05-3693628,2011/7/22 上午 10:32:00,2011/7/22 上午 10:32:00,23.43470223,120.2390528,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002019,嘉義縣,朴子市,竹村里,否,2013/1/11 下午 12:00:00
1001002019-T-00015,竹村國小二樓女廁,嘉義縣朴子市竹村里6號,教育部,,竹村國小,05-3693628,2011/7/22 上午 10:35:00,2011/7/22 上午 10:35:00,23.43450535,120.237937,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002019,嘉義縣,朴子市,竹村里,否,2013/1/11 下午 12:00:00
1001002019-T-00016,竹村國小二樓殘廁,嘉義縣朴子市竹村里6號,教育部,,竹村國小,05-3693628,2011/7/22 上午 10:37:00,2011/7/22 上午 10:37:00,23.43474161,120.2388382,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002019,嘉義縣,朴子市,竹村里,否,2013/1/11 下午 12:00:00
1001002019-T-00017,竹村國小三樓男廁,嘉義縣朴子市竹村里6號,教育部,,竹村國小,05-3693628,2011/7/22 上午 10:38:00,2011/7/22 上午 10:38:00,23.43450535,120.2387524,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002019,嘉義縣,朴子市,竹村里,否,2013/1/11 下午 12:00:00
1001002019-T-00018,竹村國小三樓女廁,嘉義縣朴子市竹村里6號,教育部,,竹村國小,05-3693628,2011/7/22 上午 10:40:00,2011/7/22 上午 10:40:00,23.43446598,120.2387524,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002019,嘉義縣,朴子市,竹村里,否,2013/1/11 下午 12:00:00
1001002019-T-00019,竹村國小三樓殘廁,嘉義縣朴子市竹村里6號,教育部,,竹村國小,05-3693628,2011/7/22 上午 10:41:00,2011/7/22 上午 10:41:00,23.4344266,120.2389669,特優級,特優級,啟用,公廁,各級機關學校,10010,1001002,1001002019,嘉義縣,朴子市,竹村里,否,2013/1/11 下午 12:00:00
