鄉(鎮市)別,寺廟名稱,主祀神佛像,教別,組織型態,寺廟地址,負責人姓名,登記證字號,電話,備註
大林鎮,嘉義縣大林鎮大林天后宮,媽祖,道,管理人制,大林鎮三村里7鄰湖子28之5號,施茂鎮,嘉縣寺登字第0471號,(05)2651093　,
大林鎮,大林聖華宮,巧聖先師,道,管理委員會制,大林鎮西林里15鄰光華街22號,鍾金造,嘉縣寺登字第0474號,(05)2653501,
大林鎮,保安宮,保生大帝,道,管理人制,大林鎮中林里15鄰中林105號,吳義松,嘉縣寺登補字第0051號,(05)2657357,
大林鎮,大林大眾爺公廟,大眾爺,道,管理人制,大林鎮平林里過溝仔58號,朱樹彬,嘉縣寺登補字第0052號,(05)2659785,
大林鎮,朝興宮,天上聖母,道,管理委員會制,大林鎮排路里1鄰排子路18號,蔡成男,嘉縣寺登補字第0053號,(05)2696465,
大林鎮,大林順天宮,玄天上帝,道,管理委員會制,大林鎮三角里5鄰三角21號,簡輝雄,嘉縣寺登補字第0144號,(05)2951251,
大林鎮,中林福德爺廟,福德爺,道,管理委員會制,大林鎮中林里20鄰126號,施福智,嘉縣寺登補字第0145號,(05)2654567,
大林鎮,元帥府,保儀尊王,道,管理委員會制,大林鎮西結里排子路段508之1地號,魏松山,嘉縣寺登補字第0228號,(05)2697778,
大林鎮,十方行道堂,觀音大士,佛,管理人制,大林鎮上林里10鄰44號附1,施傳杰,嘉縣寺登補字第0249號,(05)2651093,
大林鎮,福玄宮,土地公,道,管理委員會制,大林鎮大埔美段587地號,簡泰河,嘉縣寺登補字第0266號,(05)2653989,
民雄鄉,三界公廟,三官大帝,道,管理委員會制,民雄鄉東湖村16鄰東勢湖159號,許乃昱,嘉縣寺登字第0137號,(05)2261965,
民雄鄉,保生大帝廟,保生大帝,道,管理委員會制,民雄鄉西安村19鄰民族路54號,林深淮,嘉縣寺登字第0138號,(05)2261620,
民雄鄉,福德爺廟,福德正神,道,管理委員會制,民雄鄉豊收村16鄰好收73號之10,戴文?,嘉縣寺登字第0139號,,
民雄鄉,上帝爺廟,玄天上帝,道,管理委員會制,民雄鄉東興村5鄰葉子寮44號,翁正雄,嘉縣寺登字第0140號,,
民雄鄉,上升宮,玄天上帝,道,管理人制,民雄鄉松山村4鄰松子腳43號,盧清海,嘉縣寺登字第0141號　　　,(05)2721519,
民雄鄉,寶林禪寺,三寶佛觀世音菩薩,佛,管理人制,民雄鄉松山村8鄰後山仔38之2號,洪秋菊,嘉縣寺登字第0142號,(05)2721275,
民雄鄉,觀音禪寺,南無本師釋迦牟尼佛,佛,執事會制,民雄鄉寮頂村3鄰67號,曾美珍,嘉縣寺登字第0143號,(05)2262364,
民雄鄉,五穀王廟,五穀聖帝,道,管理委員會制,民雄鄉豊收村4鄰38號,鄭春龍,嘉縣寺登字第0144號,(05)2260098,
民雄鄉,保安宮,保生大帝,道,管理委員會制,民雄鄉中和村2鄰社溝38號,何建聰,嘉縣寺登字第0145號,,
民雄鄉,廣濟宮,池王爺,道,管理委員會制,民雄鄉山中村6鄰牛斗山78號,鄭國全,嘉縣寺登字第0146號,(05)2216164,
民雄鄉,好嘉宮,保生大帝,道,管理委員會制,民雄鄉平和村1鄰頂店仔7之1號,?定國,嘉縣寺登字第0147號,,
民雄鄉,土地公廟,神農聖帝,道,管理人制,民雄鄉菁埔村菁埔107號,劉育根,嘉縣寺登字第0148號,,
民雄鄉,玄德宮,玄天上帝,道,管理委員會制,民雄鄉文隆村10鄰鴨母?47號,謝土城,嘉縣寺登字第0149號,(05)2266627,
民雄鄉,順天宮,五府千歲,道,管理委員會制,民雄鄉中央村12鄰田中央77號,陳志吉,嘉縣寺登字第0150號,,
民雄鄉,檨仔王廟,檨仔王,道,管理人制,民雄鄉菁埔村菁埔130號,何文杰,嘉縣寺登字第0151號,,
民雄鄉,保安宮,保生大帝,道,管理人制,民雄鄉雙福村7鄰雙福60號,黃福元,嘉縣寺登字第0152號　　　,(05)2201410,
民雄鄉,廣安宮,三山國王,道,管理委員會制,民雄鄉興中村4鄰江厝店12號,姚鋒鍾,嘉縣寺登字第0153號,(05)2204198,
民雄鄉,觀音寺廟,觀世音,道,管理委員會制,民雄鄉大崎村5鄰大丘園9號,林錦山,嘉縣寺登字第0154號,,
民雄鄉,財團法人嘉義縣民雄保安宮騎虎王廟,騎虎尊王,道,財團法人制,民雄鄉中樂村文化路37號,蔡寶玉,嘉縣寺登字第0155號,(05)2267726,
民雄鄉,耀明宮,池府王爺,道,管理委員會制,民雄鄉興南村2鄰頭橋99號,劉德利,嘉縣寺登字第0156號,(05)2210193,
民雄鄉,大使爺廟,大使爺,道,管理委員會制,民雄鄉北斗村覆鼎金47號,賴慶洲,嘉縣寺登字第0157號,,
民雄鄉,壽天宮,玄天上帝,道,管理委員會制,民雄鄉三興村8鄰溪底�B6號,陳明照,嘉縣寺登字第0158號,,
民雄鄉,保生大帝爺廟,保生大帝,道,管理委員會制,民雄鄉豊收村20鄰山子腳40號,周俊吉,嘉縣寺登字第0159號,,
民雄鄉,保安宮,保生大帝,道,管理委員會制,民雄鄉福權村3鄰26號,何慶煌,嘉縣寺登字第0160號,(05)2264005,
民雄鄉,鎮安宮,玄天上帝,道,管理委員會制,民雄鄉大崎村10鄰14甲22號,陳谷全,嘉縣寺登字第0161號,(05)2203929,
民雄鄉,大明殿,真武大帝,道,管理委員會制,民雄鄉東榮村2鄰中庄19之1號,王成賜,嘉縣寺登字第0162號,(05)2263740,
民雄鄉,陳福德爺廟,福德正神,道,管理委員會制,民雄鄉三興村5鄰陳厝寮47號,陳憲星,嘉縣寺登字第0163號　　　,,
民雄鄉,普安宮,玄天上帝,道,管理委員會制,民雄鄉秀林村4鄰林子尾41號,林平?,嘉縣寺登字第0164號,,
民雄鄉,德和禪寺,釋迦牟尼佛,佛,執事會制,民雄鄉東榮村3鄰中庄25號,李貴珍,嘉縣寺登字第0165號,(05)2262230,
民雄鄉,天仙禪寺,釋迦牟尼佛,佛,執事會制,民雄鄉三興村2鄰陳厝寮18之5號,劉壬之,嘉縣寺登字第0166號,(05)2720521,
民雄鄉,廣興宮,玄天上帝,道,管理委員會制,民雄鄉福興村6鄰牛稠溪60號,楊邦富,嘉縣寺登字第0168號,(05)2215770,
民雄鄉,慈雲亭,觀世音菩薩,佛,管理委員會制,民雄鄉西昌村6鄰竹子腳1號,何諸政,嘉縣寺登字第0169號,(05)2263148,
民雄鄉,新福宮,保生大帝,道,管理委員會制,民雄鄉北斗村6鄰北勢子67號,謝龍潭,嘉縣寺登字第0170號,,
民雄鄉,三主宮,觀音佛祖,道,管理委員會制,民雄鄉寮頂村1鄰頂寮59之1號,王振添,嘉縣寺登字第0171號,,
民雄鄉,玄武宮,玄天上帝,道,管理委員會制,民雄鄉平和村6鄰番仔溝13之1號,郭財福,嘉縣寺登字第0172號,,
民雄鄉,北天宮,玄天上帝,道,管理委員會制,民雄鄉大崎村8鄰內埔仔28之2號,劉世文,嘉縣寺登字第0173號,(05)2210346,
民雄鄉,震天府廟,五府千歲,道,管理委員會制,民雄鄉豊收村14鄰好收144號,李火權,嘉縣寺登字第0174號　　　,,
民雄鄉,玄聖宮,開漳聖王,道,管理委員會制,民雄鄉平和村4鄰雙援15號之1,郭金課,嘉縣寺登字第0175號,,
民雄鄉,財團法人台灣省嘉義縣民雄鄉大士爺廟,觀音菩薩(觀音大士),佛,財團法人制,民雄鄉中樂村中樂路81號,蔡炳坤,嘉縣寺登字第0176號,(05)2061717,
民雄鄉,海恩淨寺,釋迦牟尼佛,佛,管理人制,民雄鄉松山村松子腳27號之2,許富,嘉縣寺登字第0435號,(05)2721116,
民雄鄉,嘉義縣民雄鄉慶誠宮,天上聖母,道,管理委員會制,民雄鄉中樂村中樂路64號,蔡炳坤,嘉縣寺登字第0451號,(05)2064348,
民雄鄉,嘉義縣民雄鄉虎尾寮佛慈宮,南海觀世音菩薩,道,管理委員會制,民雄鄉鎮北村3鄰虎尾寮16之8號,蔡金鐘,嘉縣寺登字第0457號,(05)2263571,
民雄鄉,嘉義縣民雄鄉福興宮,福德正神,道,管理委員會制,民雄鄉東榮村8鄰建國路1段31巷25之5號,簡為政,嘉縣寺登字第0460號,(05)2063721,
民雄鄉,玄聖宮,天上聖母,道,管理人制,民雄鄉東興村葉子寮23號,鄧克綠,嘉縣寺登補字第0054號,,
民雄鄉,鎮南宮,騎虎王爺公土地公,道,管理委員會制,民雄鄉東榮村26鄰民南段746號,何坤澤,嘉縣寺登補字第0055號,,
民雄鄉,豐厚宮,福德正神,道,管理人制,民雄鄉興中村1鄰義橋江厝店段543號,劉憲龍,嘉縣寺登補字第0056號,(05)2210618,暫時管理人
民雄鄉,開山廟,鄭成功,道,管理人制,民雄鄉鎮北村7鄰20號,蘇應鐘,嘉縣寺登補字第0057號,(05)2061953,暫時管理人
民雄鄉,千年宮,觀音佛祖,道,管理委員會制,民雄鄉中央村1鄰新庄30號,郭秋欽,嘉縣寺登補字第0058號,,
民雄鄉,鐵圍山行府廟,焦面大士,道,管理人制,民雄鄉文隆村17鄰建國路2段187之94號,吳素梅,嘉縣寺登補字第0060號,(05)2260899,暫時管理人
民雄鄉,忠義公廟,忠義公,道,管理委員會制,民雄鄉金興村22鄰忠義街140之1號,朱財平,嘉縣寺登補字第0061號,(05)2201420,
民雄鄉,玄明宮,玄天上帝,道,管理人制,民雄鄉頂崙村11鄰1之2號,劉季?,嘉縣寺登補字第0062號,,
民雄鄉,溪龍宮,玄天上帝,道,管理委員會制,民雄鄉秀林村13鄰溪底寮5號,高智賢,嘉縣寺登補字第0063號,(05)2212217,
民雄鄉,廣興宮,戴大王,道,管理委員會制,民雄鄉松山村10鄰東湖仔8號,劉能溪,嘉縣寺登補字第0064號,,
民雄鄉,福安祠,大眾爺,道,管理人制,民雄鄉雙福村鴨母?段鴨母?小段161號之4,,嘉縣寺登補字第0085號,,尚未完成改選
民雄鄉,聖公聖媽廟,聖公聖媽,道,管理人制,民雄鄉中樂村11鄰民北段210地號,陳文欽,嘉縣寺登補字第0086號,,
民雄鄉,福安祠,大眾爺,道,管理人制,民雄鄉寮頂村13鄰民權路42號之1　,,嘉縣寺登補字第0087號,,尚未完成改選
民雄鄉,玄靈宮,九天玄女,道,管理委員會制,民雄鄉興中村2鄰劉竹仔腳7之2號,劉又誠,嘉縣寺登補字第0128號,,
民雄鄉,三元帥廟,三元帥,道,管理委員會制,民雄鄉頂崙村8鄰26之1號,劉福枝,嘉縣寺登補字第0129號,(05)2262533,
民雄鄉,福東宮,觀音菩薩,佛,管理委員會制,民雄鄉興中村1鄰義橋38之1號,劉主,嘉縣寺登補字第0156號,(05)2203470,
民雄鄉,九龍山濟公禪寺,濟公,道,管理委員會制,民雄鄉大崎村內埔仔7號,陳素真,嘉縣寺登補字第0213號,(05)2211717,
民雄鄉,興南府,五府千歲,道,管理委員會制,民雄鄉大崎村12鄰14甲398號,黃國寶,嘉縣寺登補字第0225號,(05)2217878,
民雄鄉,民安凌宵寶殿,觀音大士,道,管理人制,民雄鄉東榮村建國路1段95巷73之1號,詹益智,嘉縣寺登補字第0235號,(05)2267172,
民雄鄉,如意宮,三清道祖,道,管理人制,民雄鄉大崎村5鄰大丘園11之6號,邱如億,嘉縣寺登補字第0247號,(05)2752460,
溪口鄉,北極殿,玄天上帝,道,管理委員會制,溪口鄉溪西村3鄰中正路182號,郭應昆,嘉縣寺登字第0177號,(05)2692652,
溪口鄉,三仙宮,三仙國王,道,管理人制,溪口鄉溪北村13鄰溪明6號,鄭泰山,嘉縣寺登字第0178號,(05)2697732,
溪口鄉,慈德寺,觀音佛祖,佛,管理人制,溪口鄉溪北村14鄰民權街24號,徐瑞琴,嘉縣寺登字第0179號,(05)2694341,
溪口鄉,福玄宮,福德正神池府千歲玄天上帝,道,管理人制,溪口鄉柴林村7鄰85號,王呈吉,嘉縣寺登字第0180號,(05)2696150,
溪口鄉,開元殿,開台尊王,道,管理委員會制,溪口鄉柴林村1鄰1之2號,許光安,嘉縣寺登字第0181號,(05)2691273,
溪口鄉,鎮亨宮,五年千歲,道,管理人制,溪口鄉林腳村6鄰141號,陳金龍,嘉縣寺登字第0182號,(05)2695731,暫代管理人
溪口鄉,嚴德寺,觀音佛祖,佛,管理人制,溪口鄉本厝村5鄰本廳22號,周金蘭,嘉縣寺登字第0183號,(05)2696834,
溪口鄉,本廳大帝宮,保生大帝,道,管理委員會制,溪口鄉本厝村9鄰本廳60號,林鋒熹,嘉縣寺登字第0184號,(05)2694008,
溪口鄉,慈濟宮,保生大帝,道,管理委員會制,溪口鄉游東村10鄰73號,尤建順,嘉縣寺登字第0185號,(05)2697087,
溪口鄉,武英殿,開台尊王,道,管理人制,溪口鄉游西村6鄰45號,孫?露,嘉縣寺登字第0186號,(05)2691098,
溪口鄉,保聖宮,保生大帝,道,管理委員會制,溪口鄉柳溝村16鄰36之1號,林貞雄,嘉縣寺登字第0187號,(05)2691831,
溪口鄉,永興宮,神農聖帝,道,管理委員會制,溪口鄉柳溝村9鄰26號,賴宗男,嘉縣寺登字第0188號,(05)2693516,
溪口鄉,天后宮,天上聖母,道,管理人制,溪口鄉柳溝村4鄰阿連庄35號,郭絹曠,嘉縣寺登字第0189號,,
溪口鄉,天臺殿,玉皇大帝,道,管理委員會制,溪口鄉疊溪村5鄰15號,邱耀瑞,嘉縣寺登字第0190號,(05)2650681,
溪口鄉,奉安宮,王府大使,道,管理委員會制,溪口鄉美南村天赦14之4號,蔡進來,嘉縣寺登字第0191號,(05)2691524,
溪口鄉,代雲寺,南無本師釋迦牟尼佛,佛,住持制,溪口鄉游東村13鄰游東58號,莊玉蘭,嘉縣寺登字第0442號,(05)2698619,
溪口鄉,天宋宮,天宋媽,道,管理委員會制,溪口鄉游東村14鄰牛埔寮1號,蘇水龍,嘉縣寺登字第0455號,(05)2693021,
溪口鄉,慈雲宮,觀世音菩薩,道,管理委員會制,溪口鄉疊溪村下員林270號,郭江龍,嘉縣寺登字第0472號,(05)2655189,
溪口鄉,慈善宮,觀音佛祖,道,管理委員會制,溪口鄉游東村9鄰(游厝段游東小段814號),邱追,嘉縣寺登補字第0007號,(05)2695983,
溪口鄉,厝子保生宮,保生大帝,道,管理委員會制,溪口鄉本厝村15鄰厝子9之2號,何溪榜,嘉縣寺登補字第0155號,(05)2695547,暫時管理人
溪口鄉,美安宮,保生大帝,道,管理人制,溪口鄉美北村崙尾48之1號,李添護,嘉縣寺登補字第0181號,(05)2692413,
溪口鄉,福祿壽天公廟,明明上帝,一貫道,管理人制,溪口鄉柴林村33之1號,葉文章,嘉縣寺登補字第0210號,(05)2695001,
溪口鄉,集元宮,三元帥,道,管理委員會制,溪口鄉疊溪村3鄰下員林106附1號,何正容,嘉縣寺登補字第0220號,(05)2655755,
溪口鄉,慈覺堂,西王金母,道,管理人制,溪口鄉本厝村3鄰厝子30之3號,余張玉秀,嘉縣寺登補字第0251號,(05)2696900,
新港鄉,太天宮,道德天尊,道,管理委員會制,新港鄉南港村9鄰菜園13號,李安平,嘉縣寺登字第0192號,(05)7811358,
新港鄉,長天宮,天上聖母,道,管理委員會制,新港鄉板頭村4鄰板頭厝9號,施吉常,嘉縣寺登字第0193號,(05)7812768,
新港鄉,廣福宮,三山國王,道,管理委員會制,新港鄉共和村8鄰後庄38號,郭錦周,嘉縣寺登字第0194號,,
新港鄉,三仙國王廟,三山國王,道,管理委員會制,新港鄉共和村2鄰董厝9號,洪啟明,嘉縣寺登字第0195號,,
新港鄉,水月庵,觀世音菩薩,佛,管理人制,新港鄉共和村6鄰頂菜園1號,陳哲正,嘉縣寺登字第0196號　　　,(05)7811800,
新港鄉,代天宮,諸府千歲,道,管理人制,新港鄉南崙村1鄰崙子97號,陳輝泳,嘉縣寺登字第0197號,,
新港鄉,財團法人臺灣省嘉義縣新港奉天宮,天上聖母,道,財團法人制,新港鄉大興村3鄰新民路53號,何達煌,嘉縣寺登字第0198號,(05)3742034,
新港鄉,財團法人臺灣省嘉義縣新港鄉中洋村北極玄天宮,北極玄天上帝,道,財團法人制,新港鄉中洋村4鄰中洋子100號,黃金城,嘉縣寺登字第0199號,(05)3770517,
新港鄉,大興宮,保生大帝,道,管理委員會制,新港鄉大興村12鄰中正路73號,林瑞銘,嘉縣寺登字第0200號,(05)3744878,
新港鄉,代天府,五府千歲,道,管理委員會制,新港鄉大興村14鄰中正路115巷10號,林文豐,嘉縣寺登字第0201號,(05)3741096,
新港鄉,西安宮,福德正神,道,管理委員會制,新港鄉福德村7鄰福德路94號,陳信雄,嘉縣寺登字第0202號,,
新港鄉,補天宮,女媧娘娘,道,管理委員會制,新港鄉福德村19鄰福德路140巷7之1號,郭介良,嘉縣寺登字第0203號,(05)3745576,
新港鄉,永福宮,三山國王,道,管理委員會制,新港鄉古民村11鄰古民159號,洪天然,嘉縣寺登字第0204號,(05)3742945,
新港鄉,永祿宮,三山國王,道,管理委員會制,新港鄉中庄村12鄰中庄97號,林烈義,嘉縣寺登字第0205號,(05)3746603,
新港鄉,精忠廟,岳武穆王,道,管理委員會制,新港鄉大潭村10鄰大潭89號,林秀琴,嘉縣寺登字第0206號,(05)3741733,
新港鄉,三官大帝廟,三官大帝,道,管理委員會制,新港鄉西庄村6鄰西庄66號,何蒼林,嘉縣寺登字第0207號,,
新港鄉,光天宮,敵天大帝,道,管理委員會制,新港鄉月眉村4鄰月眉潭56號,林碧模,嘉縣寺登字第0208號,(05)3770677,
新港鄉,寶月宮,謝府元帥,道,管理委員會制,新港鄉月潭村16鄰月眉潭299號,周明鐶,嘉縣寺登字第0209號,(05)3771206,
新港鄉,六興宮,天上聖母,道,管理委員會制,新港鄉溪北村9鄰溪北65號,江筱芃,嘉縣寺登字第0210號,(05)3771680,
新港鄉,紫雲亭,都天靈聖,道,管理委員會制,新港鄉菜公村3鄰咬仔竹24號,莊俊義,嘉縣寺登字第0211號,(05)3772346,
新港鄉,永興宮,保生大帝,道,管理委員會制,新港鄉三間村3鄰3間厝36號,李冬林,嘉縣寺登字第0212號,(05)3770947,
新港鄉,安和宮,天上聖母,道,管理委員會制,新港鄉安和村6鄰番婆111號,吳滋恩,嘉縣寺登字第0213號　　　,(05)3772704,
新港鄉,三官大帝廟,三官大帝,道,管理委員會制,新港鄉潭大村8鄰大客26之1號,林榮輝,嘉縣寺登字第0214號,,
新港鄉,復興宮,諸府千歲,道,管理委員會制,新港鄉潭大村3鄰潭子墘16號,江錦堯,嘉縣寺登字第0215號,(05)3740511,
新港鄉,水仙宮,三官大帝,道,管理委員會制,新港鄉南港村5鄰舊南港58號,程良驥,嘉縣寺登字第0216號,(05)7811751,
新港鄉,福德祠,福德正神,道,管理人制,新港鄉南港村4鄰南港88號,林金松,嘉縣寺登字第0217號,,
新港鄉,王爺廟,諸府千歲,道,管理委員會制,新港鄉南港村12鄰大崙5號,劉國川,嘉縣寺登字第0218號,,
新港鄉,太公廟,姜子牙,道,管理委員會制,新港鄉福德村16鄰中正路115巷19號,林世欽,嘉縣寺登字第0440號　　　,(05)3741830,
新港鄉,法海淨寺,釋迦牟尼佛,佛,管理人制,新港鄉安和村8鄰番婆123之3號,陳秀萊〈釋真智〉,嘉縣寺登字第0443號,(05)3771891,
新港鄉,東興廟,池府千歲,道,管理委員會制,新港鄉宮後村大興路71號,王隆清,嘉縣寺登字第0448號,(05)3746030,
新港鄉,新港法華寺,千手觀音,佛,管理人制,新港鄉宮前村13鄰古民街8巷1號之18,陳悅女,嘉縣寺登字第0456號,(05)3742799,
新港鄉,寶天宮,伍年千歲,道,管理委員會制,新港鄉板頭村13鄰99之1號,蘇士力,嘉縣寺登字第0475號,,
新港鄉,鎮北殿,北極玄天上帝,道,管理委員會制,新港鄉潭大村4鄰六斗子6號附1,王金爐,嘉縣寺登補字第0033號,,
新港鄉,三王公祠,三王公,道,管理人制,新港鄉大潭村4鄰大潭168號,林秀琴,嘉縣寺登補字第0034號,,
新港鄉,松王廟,松王檨王,道,管理人制,新港鄉大潭村19鄰大潭1號,林秀琴,嘉縣寺登補字第0035號,,
新港鄉,福德爺廟,福德正神,道,管理委員會制,新港鄉海瀛村9鄰海豐子段海豐小段966之1號,何榮次,嘉縣寺登補字第0036號,,
新港鄉,保安宮,保生大帝,道,管理委員會制,新港鄉海瀛村7鄰潭底子6號附5,何清志,嘉縣寺登補字第0037號,,
新港鄉,保壽宮,保生大帝,道,管理人制,新港鄉海瀛村9鄰海豐子段297號,何榮次,嘉縣寺登補字第0038號,,
新港鄉,玄聖宮,玄天上帝關聖帝君,道,管理委員會制,新港鄉埤子村1鄰埤子頭段219號,鄭炳煦,嘉縣寺登補字第0039號,,
新港鄉,福德祠,福德正神,道,管理人制,新港鄉西庄村2鄰西庄段378號,何蒼林,嘉縣寺登補字第0040號,,
新港鄉,法音寺,西方三聖佛,佛,管理人制,新港鄉福德村9鄰登雲路111巷14號,林慶秋,嘉縣寺登補字第0113號,(05)3746379,
新港鄉,萬善公廟,萬善公,道,管理委員會制,新港鄉潭大村10鄰大客25之1號,陳正中,嘉縣寺登補字第0124號,(05)3743711,
新港鄉,懷濟堂,觀音佛祖,一貫道,管理委員會制,新港鄉潭大村2鄰潭子墘10之4號,黃品諭,嘉縣寺登補字第0125號,(05)3745638,
新港鄉,九天宮,關聖帝君,道,管理人制,新港鄉月眉村19鄰月湄潭149號附50,林明科,嘉縣寺登補字第0142號,(05)3770502,
新港鄉,鎮武宮,玄天上帝,道,管理委員會制,新港鄉溪北村溪北段526地號,江英吉,嘉縣寺登補字第0174號,(05)3771495,
新港鄉,萬仁公廟,萬仁公,道,管理委員會制,新港鄉中洋村中工段203地號,何皆德,嘉縣寺登補字第0175號,(05)3770120,
新港鄉,保安宮,朱、邢、李府千歲,道,管理委員會制,新港鄉菜公村菜公厝段355地號,賴丁棋,嘉縣寺登補字第0176號,,
新港鄉,福德宮,福德正神,道,管理人制,新港鄉大潭村大潭段精忠小段702地號,林秀琴,嘉縣寺登補字第0177號,,
新港鄉,松王廟,松樹尊王,道,管理委員會制,新港鄉月眉村16鄰月眉潭112號,陳禎福,嘉縣寺登補字第0178號,(05)3770409,
新港鄉,清水殿,清水祖師,道,管理委員會制,新港鄉溪北段750、751地號,林木川,嘉縣寺登補字第0224號,(05)3770531,
新港鄉,奉山龍鳳堂,順天聖母,道,管理委員會制,新港鄉南港村8鄰南港185之1號,陳清麟,嘉縣寺登補字第0239號,(05)7811810,
六腳鄉,副港口宮,天上聖母,道,管理人制,六腳鄉蒜頭村5鄰42號,戴淵,嘉縣寺登字第0219號,,
六腳鄉,護安宮,天上聖母,道,管理委員會制,六腳鄉蒜東村蒜頭226號,侯文通,嘉縣寺登字第0220號,(05)3800048,
六腳鄉,永安宮,刑府大人,道,管理委員會制,六腳鄉蒜南村蒜頭399號,黃明堂,嘉縣寺登字第0221號,(05)3800747,
六腳鄉,配天宮,天上聖母,道,管理委員會制,六腳鄉工廠村蒜頭糖廠122號,李建次,嘉縣寺登字第0222號,,
六腳鄉,娘媽堂,娘媽,道,管理委員會制,六腳鄉灣南村8鄰灣內8號,陳仁慈,嘉縣寺登字第0223號,(05)3802034,
六腳鄉,鳳山宮,武德英侯,道,管理委員會制,六腳鄉灣北村11鄰灣內191號,陳仁慈,嘉縣寺登字第0224號,(05)3802034,
六腳鄉,保安宮,五府千歲,道,管理人制,六腳鄉雙涵村4鄰42號,侯青松,嘉縣寺登字第0225號,,
六腳鄉,九玄宮,九天玄女,道,管理委員會制,六腳鄉塗師村6鄰35之1號,侯欽錫,嘉縣寺登字第0226號,,
六腳鄉,福安宮,福德正神,道,管理人制,六腳鄉塗師村大塗師段六5號,侯啟常,嘉縣寺登字第0227號,,
六腳鄉,聖安宮,保生大帝,道,管理委員會制,六腳鄉崙陽村5鄰菕子43號,蘇清水,嘉縣寺登字第0228號,,
六腳鄉,代天府,池府千歲,道,管理人制,六腳鄉三義村78號,黃榮專,嘉縣寺登字第0229號,(05)3800702,
六腳鄉,永安宮,周府千歲,道,管理人制,六腳鄉三義村10鄰8號,王再添,嘉縣寺登字第0230號,,
六腳鄉,紫極殿,玄天上帝,道,管理委員會制,六腳鄉港美村100號,黃有田,嘉縣寺登字第0231號,(05)3803711,
六腳鄉,玄天宮,玄天上帝,道,管理委員會制,六腳鄉六斗村六斗尾12號,康福,嘉縣寺登字第0232號,(05)7813607,
六腳鄉,順天宮,五王爺,道,管理委員會制,六腳鄉六腳村六腳56號,呂宴與,嘉縣寺登字第0233號,(05)3781369,
六腳鄉,順天宮,五王爺,道,管理人制,六腳鄉崩山村7鄰後崩山46號,謝英彬,嘉縣寺登字第0234號,,
六腳鄉,德安宮,五王爺,道,管理人制,六腳鄉古林村林內112號,吳澄清,嘉縣寺登字第0235號,,
六腳鄉,威靈宮,朱王,道,管理委員會制,六腳鄉正義村7鄰占富厝45號,蔡精家,嘉縣寺登字第0236號,,
六腳鄉,五福宮,天遷五帝,道,管理人制,六腳鄉蘇厝村6鄰蘇厝寮143之10號,姚水勝,嘉縣寺登字第0237號,,
六腳鄉,德安宮,武德英侯,道,管理委員會制,六腳鄉竹本村15鄰竹子腳106號,呂忠富,嘉縣寺登字第0238號,(05)3781099,
六腳鄉,玄天宮,玄天上帝,道,管理委員會制,六腳鄉魚寮村魚寮62號,黃火輪,嘉縣寺登字第0239號,(05)3780289,
六腳鄉,池王廟,池府千歲,道,管理委員會制,六腳鄉潭墘村113號,周永承,嘉縣寺登字第0240號,,
六腳鄉,無極天大威殿,神龍仙姑,道,管理人制,六腳鄉正義村16鄰下雙溪383之1號,涂峰賓,嘉縣寺登字第0241號,(05)3703145,
六腳鄉,保安宮,保生大帝,道,管理人制,六腳鄉正義村11鄰下雙溪26號,陳福星,嘉縣寺登字第0242號,,
六腳鄉,德龍宮,邢王,道,管理委員會制,六腳鄉溪厝村溪墘厝77號,侯藩陽,嘉縣寺登字第0243號,,
六腳鄉,玄天宮,玄天上帝,道,管理委員會制,六腳鄉塗師村1鄰大塗師1之1號,侯欽錫,嘉縣寺登字第0467號,(05)3806118,
六腳鄉,代天府,五府千歲,道,管理委員會制,六腳鄉港美村84之1號,黃福來,嘉縣寺登補字第0105號,(05)3803414,
六腳鄉,玉王宮,玉王千歲,道,管理委員會制,六腳鄉更寮村7鄰更寮小段304之19及310之2地號,楊永明,嘉縣寺登補字第0106號,,
六腳鄉,龍鳳宮,圓通自在天尊,道,管理委員會制,六腳鄉塗師村11鄰大塗師段257號,侯天保,嘉縣寺登補字第0107號,(05)3803221,
六腳鄉,玄安廟,玄天上帝,道,管理委員會制,六腳鄉古林村1鄰古林段古林小段156號,郭麗英,嘉縣寺登補字第0108號,,
六腳鄉,魚寮東安福宮,尤府千歲,道,管理委員會制,六腳鄉古林村30之1號,郭西川,嘉縣寺登補字第0109號,,
六腳鄉,新興宮,康府元帥,道,管理人制,六腳鄉六斗村新厝28號,黃文定,嘉縣寺登補字第0110號,,
六腳鄉,查仙宮廟,查仙公,道,管理委員會制,六腳鄉港美村2鄰港尾寮段豐美小段316號,林哲祥,嘉縣寺登補字第0130號,(05)3801354,
六腳鄉,頂安宮,蕭府大帝,道,管理委員會制,六腳鄉豐美村2鄰港尾寮205號附1,黃茂森,嘉縣寺登補字第0131號,,
六腳鄉,慈聖宮,天上聖母,道,管理委員會制,六腳鄉溪厝村134之3號,侯胤任,嘉縣寺登補字第0169號,(05)3803115,
六腳鄉,般若精舍,釋迦牟尼佛,佛,管理人制,六腳鄉崙陽村崙子33之50號,許南夫,嘉縣寺登補字第0184號,(05)7813995,
六腳鄉,蘇厝村朝安宮,蘇府千歲,道,管理委員會制,六腳鄉蘇厝村1鄰蘇厝寮84號附11,蘇滄培,嘉縣寺登補字第0197號,(05)7810248,
