L05,嘉義縣竹崎鄉光華社區發展協會,鄭順池,竹崎鄉光華村5鄰柑仔宅27-1號,05-2561117
L06,嘉義縣竹崎鄉灣橋社區發展協會,戴嘉宏,竹崎鄉灣橋村16鄰172號,05-2618168
L07,嘉義縣竹崎鄉文峰社區發展協會,林蘭勳,竹崎鄉文峰村6鄰溪心寮45-1號,05-2751189
L08,嘉義縣竹崎鄉復金社區發展協會,劉國輝,竹崎鄉復金村10鄰覆鼎金59-1號,05-2615411
L09,嘉義縣竹崎鄉獅埜社區發展協會,林宜成,竹崎鄉獅埜村8鄰許厝8-2號,05-2110569 05-2201968
L10,嘉義縣竹崎鄉紫雲社區發展協會,林明勇,竹崎鄉社區活動中心(嘉義縣竹崎鄉紫雲村11鄰大竹圍3-2號),05-2541667
L11,嘉義縣竹崎鄉沙坑社區發展協會,蕭金發,竹崎鄉沙坑村8鄰61號,05-2611501
L12,嘉義縣竹崎鄉奮起湖社區發展協會(原中華社區發展協會),謝玉娟,竹崎鄉中和村奮起湖150號,05-2561548
L13,嘉義縣竹崎鄉義仁社區發展協會,林紀銘,竹崎鄉義仁村7鄰14-1號,05-2110743
L14,嘉義縣竹崎鄉義隆社區發展協會,林曾月娥,竹崎鄉義隆村3鄰山知崙7-1號,05-2541762
L15,嘉義縣竹崎鄉塘興社區發展協會,劉崇惠,竹崎鄉塘興村3鄰塘下寮61號,05-2541110
L16,嘉義縣竹崎鄉昇平社區發展協會,林進文,竹崎鄉昇平村頂埔段6鄰93-4號,05-2541029
L17,嘉義縣竹崎鄉鹿滿社區發展協會,林添居,竹崎鄉鹿滿村7鄰麻箕埔95-1號,05-2615579
L18,嘉義縣竹崎鄉桃源社區發展協會,林明宏,竹崎鄉桃源村7鄰桃源路78號,05-2542383
L19,嘉義縣竹崎鄉仁壽社區發展協會,黃榮豐,竹崎鄉仁壽村8鄰水社寮17號,05-2501670
L20,嘉義縣竹崎鄉內埔社區發展協會,柳健平,竹崎鄉內埔村12鄰崁腳路1-1號,05-2540075
L21,嘉義縣竹崎鄉石棹社區發展協會,許永鴻,竹崎鄉中和村20鄰石棹22-27號,
L22,嘉義縣竹崎鄉坑頭社區發展協會,楊聰良,竹崎鄉坑頭村復原莊8鄰20號-2,05-2611194
L23,嘉義縣竹崎鄉義和社區發展協會,鄭庚辛,竹崎鄉義和村2鄰山子門23號,05-2110959
L24,嘉義縣竹崎鄉竹崎社區發展協會,李月招,竹崎鄉竹崎村中山路76號,05-2612757
L25,嘉義縣竹崎鄉和平社區發展協會,許全模,竹崎鄉和平村5鄰坑仔坪137號,05-2615061
M01,嘉義縣梅山鄉安靖社區發展協會,羅清洲,梅山鄉安靖村11鄰8號,05-2622512
M02,嘉義縣梅山鄉過山社區發展協會,吳宗達,梅山鄉過山村五鄰開元後39號,05-5974571
M03,嘉義縣梅山鄉龍眼社區發展協會,曾永麗,梅山鄉龍眼村9鄰龍眼林1-3號,05-2571332 05-2751268
M04,嘉義縣梅山鄉碧湖社區發展協會,陳勝中,梅山鄉碧湖村堀尺嶺9-1號,05-2571569
M05,嘉義縣梅山鄉太興社區發展協會,簡慶輝,梅山鄉太興村10鄰橫山4號,05-2571366
M06,嘉義縣梅山鄉圳南社區發展協會,郭芳宗,梅山鄉圳南村4鄰39號,05-2621872
M07,嘉義縣梅山鄉圳北社區發展協會,郭永成,梅山鄉3鄰麻園寮27號(嘉義縣梅山鄉圳北社區活動中心),05-2627557
M08,嘉義縣梅山鄉太平社區發展協會,嚴清雅,梅山鄉太平村43號,05-2571145
M09,嘉義縣梅山鄉瑞里社區發展協會,王郁翔,梅山鄉瑞里村5鄰55號,05-2501112
M10,嘉義縣梅山鄉瑞峰社區發展協會,葉永鑫,梅山鄉瑞峰村5鄰生毛樹12號,05-2501087
M11,嘉義縣梅山鄉永興社區發展協會,蔡清乾,梅山鄉永興村3鄰九芎坑22-1號(社區活動中心),05-2622567
M12,嘉義縣梅山鄉雙溪社區發展協會,江文隆,梅山鄉雙溪村3鄰頂雙溪22號之20,
M13,嘉義縣梅山鄉仁和社區發展協會,翁銘哲,梅山鄉太和村4鄰14號之1,05-2661438
M14,嘉義縣梅山鄉半天社區發展協會,朱文重,梅山鄉半天村3鄰半天寮43號,05-2621775
M15,嘉義縣梅山鄉太和社區發展協會,郭文國,梅山鄉太和村2鄰蛤里味5之1號,05-2661368
M16,嘉義縣梅山鄉大南社區發展協會,莊信宗,梅山鄉大南村8鄰南勢坑52附2號,05-2625927
M17,嘉義縣梅山鄉梅北社區發展協會,林俊謀,梅山鄉梅北村中山路406-1號,05-2620557 05-2625628
